Car ID,Brand,Model,Year,Color,Mileage,Price,Location
127,Chevrolet,Equinox,2015.0,Black,55000.0,22000.0,Miami
128,Hyundai,Tucson,2019.0,White,50000.0,24000.0,San Francisco
129,Toyota,Rav5,2015.0,Gray,45000.0,23000.0,Dallas
130,Honda,Pilot,2016.0,White,40000.0,27000.0,Atlanta
131,Ford,explorer,2015.0,Blue,50000.0,25000.0,Phoenix
132,Chevrolet,Traverse,2017.0,Black,50000.0,28000.0,Houston
133,Hyundai,Santa Fe,2018.0,Red,55000.0,23004.0,Seattle
134,Toyota,4Runner,2017.0,Silver,50000.0,21000.0,Los Angeles
135,Honda,odyssey,2016.0,White,45000.0,26000.0,New York
136,Ford,Edge,2019.0,White,30000.0,23004.0,Chicago
137,Chevrolet,Tahoe,2016.0,Black,35000.0,27000.0,Miami
138,Hyundai,Palisade,2020.0,White,55000.0,12000.0,San Francisco
139,Toyota,sienna,2020.0,Red,50000.0,15000.0,Dallas
140,Honda,Fit,2018.0,Gray,40000.0,17000.0,Atlanta
141,Ford,Fusion,2018.0,White,50000.0,14000.0,Phoenix
142,Chevrolet,malibu,2019.0,Blue,55000.0,12000.0,Houston
143,Hyundai,Venue,2015.0,White,45000.0,18000.0,Seattle
144,Toyota,Yaris,2018.0,Black,50000.0,16000.0,Los Angeles
145,Toyota,Camry,2018.0,White,55000.0,14000.0,Los Angeles
146,Honda,civic,2016.0,Blue,60000.0,12000.0,New York
147,Toyota,Camry,2016.0,White,50000.0,23004.0,Los Angeles
148,Honda,Civic,2016.0,White,25000.0,23004.0,New York
149,Ford,Focus,2016.0,White,50000.0,23004.0,Chicago
150,Chevrolet,Cruze,2018.0,Red,65000.0,23004.0,Miami
151,Hyundai,Elantra,2017.0,White,50000.0,16000.0,San Francisco
152,Toyota,Corolla,2019.0,Gray,50000.0,23004.0,Dallas
153,Honda,Accord,2017.0,White,55000.0,19000.0,Atlanta
154,Ford,Mustang,2017.0,White,50000.0,23000.0,Phoenix
155,Chevrolet,Impala,2015.0,Black,50000.0,21000.0,Houston
156,Hyundai,Sonata,2017.0,Blue,45000.0,18000.0,Seattle
157,Toyota,Rav6,2015.0,Gray,35000.0,20000.0,Los Angeles
158,Honda,CR-V,2020.0,Red,60000.0,25000.0,New York
159,Ford,Escape,2019.0,White,55000.0,23004.0,Chicago
160,Chevrolet,Equinox,2015.0,Black,50000.0,23000.0,Miami
161,Hyundai,Kona,2020.0,Blue,35000.0,23004.0,San Francisco
162,Toyota,Highlander,2020.0,Silver,50000.0,23004.0,Dallas
163,Honda,Pilot,2018.0,Gray,50000.0,27000.0,Atlanta
164,Ford,Explorer,2015.0,White,55000.0,23004.0,Phoenix
165,Chevrolet,Traverse,2017.0,White,50000.0,23004.0,Houston
166,Hyundai,Santa Fe,2019.0,Red,45000.0,26000.0,Seattle
167,Toyota,4Runner,2019.0,Silver,30000.0,23004.0,Los Angeles
168,Honda,Odyssey,2016.0,White,35000.0,27000.0,New York
169,Ford,edge,2019.0,Blue,55000.0,12000.0,Chicago
170,Chevrolet,Tahoe,2015.0,Black,50000.0,23004.0,Miami
171,Hyundai,Palisade,2016.0,Silver,40000.0,17000.0,San Francisco
172,Toyota,sienna,2019.0,White,60000.0,14000.0,Dallas
173,Honda,Fit,2020.0,Gray,50000.0,12000.0,Atlanta
174,Ford,Fusion,2019.0,White,50000.0,23004.0,Phoenix
175,Chevrolet,Malibu,2016.0,Blue,50000.0,17000.0,Houston
176,Hyundai,Venue,2015.0,Silver,35000.0,23004.0,Seattle
177,Toyota,Yaris,2018.0,Black,70000.0,12000.0,Los Angeles
178,Honda,HR-V,2017.0,White,55000.0,15000.0,New York
179,Ford,EcoSport,2016.0,Red,50000.0,17000.0,Chicago
180,Chevrolet,Spark,2016.0,Blue,50000.0,32010.0,Miami
181,Hyundai,Accent,2016.0,White,45000.0,16000.0,San Francisco
182,Toyota,Prius,2019.0,Gray,35000.0,23004.0,Dallas
183,Honda,Civic,2015.0,White,50000.0,19000.0,Atlanta
184,Ford,Fiesta,2018.0,Blue,50000.0,18000.0,Phoenix
185,Chevrolet,Cruze,2015.0,White,40000.0,22000.0,Houston
186,Hyundai,Elantra,2015.0,Red,50000.0,25000.0,Seattle
187,Toyota,Camry,2020.0,Silver,70000.0,18000.0,Los Angeles
188,Honda,Accord,2016.0,White,50000.0,19000.0,New York
189,Ford,Mustang,2016.0,Blue,50000.0,17000.0,Chicago
190,Chevrolet,Camaro,2020.0,Red,45000.0,16000.0,Miami
191,Hyundai,Genesis,2020.0,Black,40000.0,18000.0,San Francisco
192,Toyota,Avalon,2019.0,Silver,50000.0,20000.0,Dallas
193,Honda,Civic,2015.0,Gray,55000.0,19000.0,Atlanta
194,Ford,Fusion,2020.0,White,50000.0,23000.0,Phoenix
195,Chevrolet,Impala,2016.0,Blue,50000.0,21000.0,Houston
196,Hyundai,Sonata,2016.0,Red,35000.0,24000.0,Seattle
197,Toyota,Corolla,2020.0,White,50000.0,23004.0,Los Angeles
198,Honda,CR-V,2015.0,White,55000.0,22000.0,New York
199,Ford,Escape,2019.0,Blue,50000.0,24000.0,Chicago
200,Chevrolet,Equinox,2019.0,Black,50000.0,23000.0,Miami
201,Hyundai,tucson,2011.5,Red,40000.0,23004.0,San Francisco
202,Toyota,Rav6,2016.0,Gray,35000.0,25000.0,Dallas
203,Honda,Pilot,2016.0,White,70000.0,28000.0,Atlanta
204,Ford,Explorer,2019.0,Blue,55000.0,23004.0,Phoenix
205,Chevrolet,Traverse,2017.0,Black,50000.0,21000.0,Houston
206,Hyundai,Santa Fe,2017.0,Red,45000.0,26000.0,Seattle
207,Toyota,4Runner,2018.0,Silver,30000.0,29000.0,Los Angeles
208,Honda,Odyssey,2015.0,White,35000.0,27000.0,New York
209,Ford,Edge,2019.0,Blue,55000.0,12000.0,Chicago
210,Chevrolet,tahoe,2018.0,Black,50000.0,15000.0,Miami
211,Hyundai,Palisade,2016.0,Silver,40000.0,23004.0,San Francisco
212,Toyota,Sienna,2018.0,White,60000.0,14000.0,Dallas
213,Honda,Fit,2019.0,Gray,55000.0,23004.0,Atlanta
214,Ford,Fusion,2017.0,White,45000.0,18000.0,Phoenix
215,Chevrolet,Malibu,2015.0,Blue,35000.0,16000.0,Houston
216,Hyundai,Venue,2016.0,Silver,55000.0,14000.0,Seattle
217,Toyota,Yaris,2015.0,White,60000.0,12000.0,Los Angeles
218,Toyota,Camry,2017.0,White,40000.0,15000.0,Los Angeles
219,Honda,Civic,2015.0,White,25000.0,19000.0,New York
220,Toyota,Camry,2020.0,White,30000.0,18000.0,Los Angeles
221,Honda,Civic,2019.0,Blue,65000.0,22000.0,New York
222,Ford,Focus,2019.0,White,55000.0,16000.0,Chicago
223,Chevrolet,cruze,2018.0,Red,50000.0,23004.0,Miami
224,Hyundai,Elantra,2016.0,Black,55000.0,19000.0,San Francisco
225,Toyota,Corolla,2018.0,Gray,30000.0,23004.0,Dallas
226,Honda,Accord,2016.0,White,40000.0,23004.0,Atlanta
227,Ford,Mustang,2015.0,Yellow,17500.0,23004.0,Phoenix
228,Chevrolet,Impala,2018.0,Black,35000.0,23004.0,Houston
229,Hyundai,Sonata,2015.0,White,50000.0,25000.0,Seattle
230,Toyota,Rav7,2016.0,Gray,55000.0,23004.0,Los Angeles
231,Honda,CR-V,2019.0,Red,50000.0,23000.0,New York
232,Ford,Escape,2015.0,White,35000.0,23004.0,Chicago
233,Chevrolet,Equinox,2020.0,Black,50000.0,25000.0,Miami
234,Hyundai,Kona,2018.0,White,70000.0,27000.0,San Francisco
235,Toyota,Highlander,2020.0,Silver,55000.0,22000.0,Dallas
236,Honda,Pilot,2020.0,Gray,50000.0,21000.0,Atlanta
237,Ford,Explorer,2019.0,White,45000.0,7994.0,Phoenix
238,Chevrolet,Traverse,2018.0,Black,30000.0,23004.0,Houston
239,Hyundai,Santa Fe,2016.0,Red,50000.0,27000.0,Seattle
240,Toyota,4Runner,2018.0,Silver,17500.0,23004.0,Los Angeles
241,Honda,Odyssey,2017.0,White,50000.0,15000.0,New York
242,Ford,Edge,2015.0,White,40000.0,23004.0,Chicago
243,Chevrolet,Tahoe,2018.0,Black,50000.0,14000.0,Miami
244,Hyundai,Palisade,2015.0,White,50000.0,12000.0,San Francisco
245,Toyota,Sienna,2016.0,Red,50000.0,15000.0,Dallas
246,Honda,Fit,2020.0,Gray,40000.0,17000.0,Atlanta
247,Ford,Fusion,2019.0,White,50000.0,14000.0,Phoenix
248,Chevrolet,Malibu,2017.0,Blue,70000.0,12000.0,Houston
249,Hyundai,Venue,2019.0,Silver,55000.0,23004.0,Seattle
250,Toyota,Yaris,2017.0,White,50000.0,17000.0,Los Angeles
251,Honda,HR-V,2020.0,White,40000.0,14000.0,New York
252,Ford,EcoSport,2017.0,Red,45000.0,23004.0,Chicago
253,Chevrolet,Spark,2015.0,Blue,35000.0,18000.0,Miami
254,Hyundai,Accent,2015.0,Silver,60000.0,19000.0,San Francisco
255,Toyota,Prius,2023.5,Gray,50000.0,23004.0,Dallas
256,Honda,Civic,2020.0,White,50000.0,22000.0,Atlanta
257,Ford,fiesta,2017.0,Blue,35000.0,25000.0,Phoenix
258,Chevrolet,Cruze,2020.0,Black,70000.0,18000.0,Houston
259,Hyundai,Elantra,2018.0,Red,50000.0,19000.0,Seattle
260,Toyota,Camry,2015.0,Silver,50000.0,23004.0,Los Angeles
261,Honda,Accord,2020.0,White,50000.0,16000.0,New York
262,Ford,Mustang,2015.0,Blue,40000.0,18000.0,Chicago
263,Chevrolet,Camaro,2016.0,White,50000.0,20000.0,Miami
264,Hyundai,Genesis,2020.0,White,55000.0,19000.0,San Francisco
265,Toyota,avalon,2016.0,Silver,50000.0,23000.0,Dallas
266,Honda,civic,2019.0,Gray,40000.0,21000.0,Atlanta
267,Ford,Fusion,2017.0,White,35000.0,23004.0,Phoenix
268,Chevrolet,impala,2019.0,White,70000.0,20000.0,Houston
269,Hyundai,Sonata,2015.0,Red,55000.0,22000.0,Seattle
270,Toyota,Corolla,2018.0,Silver,50000.0,23004.0,Los Angeles
271,Honda,CR-V,2018.0,White,45000.0,23000.0,New York
272,Ford,Escape,2019.0,Blue,40000.0,27000.0,Chicago
273,Chevrolet,Equinox,2018.0,Black,35000.0,25000.0,Miami
274,Hyundai,Tucson,2015.0,Red,70000.0,28000.0,San Francisco
275,Toyota,Rav7,2019.0,Gray,55000.0,22000.0,Dallas
276,Honda,Pilot,2019.0,White,50000.0,23004.0,Atlanta
277,Ford,explorer,2017.0,Blue,45000.0,26000.0,Phoenix
278,Chevrolet,Traverse,2017.0,White,30000.0,29000.0,Houston
279,Hyundai,Santa Fe,2018.0,Red,35000.0,27000.0,Seattle
280,Toyota,4Runner,2017.0,Silver,55000.0,23004.0,Los Angeles
281,Honda,Odyssey,2015.0,White,50000.0,15000.0,New York
282,Ford,Edge,2020.0,Blue,50000.0,17000.0,Chicago
283,Chevrolet,Tahoe,2019.0,Black,60000.0,14000.0,Miami
284,Hyundai,Palisade,2017.0,Silver,55000.0,12000.0,San Francisco
285,Toyota,sienna,2016.0,Red,45000.0,18000.0,Dallas
286,Honda,Fit,2017.0,Gray,50000.0,16000.0,Atlanta
287,Ford,Fusion,2019.0,White,50000.0,14000.0,Phoenix
288,Chevrolet,Malibu,2020.0,Blue,60000.0,12000.0,Houston
289,Hyundai,Venue,2018.0,White,40000.0,15000.0,Seattle
290,Toyota,Yaris,2019.0,Black,25000.0,19000.0,Los Angeles
291,Toyota,Camry,2018.0,White,50000.0,23004.0,Los Angeles
292,Honda,Civic,2015.0,Blue,50000.0,22000.0,New York
293,Toyota,Camry,2015.0,White,50000.0,16000.0,Los Angeles
294,Honda,Civic,2019.0,Blue,50000.0,14000.0,New York
295,Ford,Focus,2016.0,Silver,50000.0,19000.0,Chicago
296,Chevrolet,Cruze,2015.0,White,30000.0,23004.0,Miami
297,Hyundai,Elantra,2019.0,Black,50000.0,23004.0,San Francisco
298,Toyota,Corolla,2016.0,White,45000.0,7994.0,Dallas
299,Honda,Accord,2020.0,White,35000.0,20000.0,Atlanta
300,Ford,Mustang,2019.0,Yellow,60000.0,25000.0,Phoenix
301,Chevrolet,impala,2017.0,Black,55000.0,24000.0,Houston
302,Hyundai,Sonata,2019.0,White,50000.0,23000.0,Seattle
303,Toyota,Rav8,2019.0,Gray,50000.0,28000.0,Los Angeles
304,Honda,CR-V,2017.0,White,40000.0,23004.0,New York
305,Ford,Escape,2016.0,White,70000.0,27000.0,Chicago
306,Chevrolet,Equinox,2016.0,Black,17500.0,22000.0,Miami
307,Hyundai,Kona,2016.0,Blue,50000.0,21000.0,San Francisco
308,Toyota,Highlander,2017.0,Silver,45000.0,23004.0,Dallas
309,Honda,pilot,2018.0,Gray,30000.0,23004.0,Atlanta
310,Ford,Explorer,2016.0,White,35000.0,27000.0,Phoenix
311,Chevrolet,Traverse,2018.0,Black,50000.0,12000.0,Houston
312,Hyundai,Santa Fe,2019.0,Red,50000.0,23004.0,Seattle
313,Toyota,4Runner,2017.0,White,40000.0,23004.0,Los Angeles
314,Honda,Odyssey,2016.0,White,60000.0,23004.0,New York
315,Ford,Edge,2020.0,Blue,55000.0,23004.0,Chicago
316,Chevrolet,Tahoe,2017.0,Black,50000.0,23004.0,Miami
317,Hyundai,Palisade,2015.0,White,50000.0,17000.0,San Francisco
318,Toyota,Sienna,2019.0,White,35000.0,14000.0,Dallas
319,Honda,Fit,2020.0,Gray,70000.0,23004.0,Atlanta
320,Ford,Fusion,2020.0,White,55000.0,15000.0,Phoenix
321,Chevrolet,Malibu,2019.0,Blue,50000.0,17000.0,Houston
322,Hyundai,Venue,2018.0,Silver,40000.0,14000.0,Seattle
323,Toyota,Yaris,2019.0,Black,50000.0,16000.0,Los Angeles
324,Honda,HR-V,2017.0,White,35000.0,23004.0,New York
325,Ford,EcoSport,2020.0,White,60000.0,19000.0,Chicago
326,Chevrolet,Spark,2017.0,Blue,17500.0,18000.0,Miami
327,Hyundai,Accent,2011.5,Silver,40000.0,23004.0,San Francisco
328,Toyota,Prius,2016.0,White,35000.0,25000.0,Dallas
329,Honda,Civic,2015.0,White,70000.0,23004.0,Atlanta
330,Ford,Fiesta,2020.0,Blue,50000.0,19000.0,Phoenix
331,Chevrolet,Cruze,2015.0,White,50000.0,7994.0,Houston
332,Hyundai,Elantra,2016.0,White,45000.0,23004.0,Seattle
333,Toyota,Camry,2018.0,White,40000.0,18000.0,Los Angeles
334,Honda,Accord,2018.0,White,50000.0,23004.0,New York
335,Ford,Mustang,2019.0,Blue,55000.0,23004.0,Chicago
336,Chevrolet,Camaro,2019.0,Red,50000.0,23004.0,Miami
337,Hyundai,Genesis,2011.5,Black,40000.0,21000.0,San Francisco
338,Toyota,avalon,2019.0,Silver,35000.0,24000.0,Dallas
339,Honda,Civic,2016.0,Gray,70000.0,20000.0,Atlanta
340,Ford,Fusion,2018.0,White,50000.0,22000.0,Phoenix
341,Chevrolet,Impala,2017.0,Blue,50000.0,24000.0,Houston
342,Hyundai,Sonata,2020.0,White,17500.0,23000.0,Seattle
343,Toyota,Corolla,2020.0,Silver,40000.0,23004.0,Los Angeles
344,Honda,cr-v,2020.0,White,50000.0,25000.0,New York
345,Ford,Escape,2015.0,Blue,70000.0,23004.0,Chicago
346,Chevrolet,Equinox,2020.0,Black,50000.0,22000.0,Miami
347,Hyundai,Tucson,2017.0,Red,50000.0,21000.0,San Francisco
348,Toyota,rav8,2016.0,Gray,45000.0,26000.0,Dallas
349,Honda,Pilot,2018.0,White,30000.0,29000.0,Atlanta
350,Ford,Explorer,2023.5,White,35000.0,27000.0,Phoenix
351,Chevrolet,Traverse,2019.0,Black,55000.0,12000.0,Houston
352,Hyundai,Santa Fe,2017.0,Red,50000.0,23004.0,Seattle
353,Toyota,4Runner,2016.0,Silver,40000.0,17000.0,Los Angeles
354,Honda,Odyssey,2015.0,White,60000.0,23004.0,New York
355,Ford,Edge,2019.0,Blue,55000.0,23004.0,Chicago
356,Chevrolet,Tahoe,2016.0,White,45000.0,23004.0,Miami
357,Hyundai,Palisade,2015.0,White,35000.0,23004.0,San Francisco
358,Toyota,Sienna,2016.0,Red,55000.0,14000.0,Dallas
359,Honda,Fit,2019.0,White,60000.0,23004.0,Atlanta
360,Ford,Fusion,2020.0,White,50000.0,15000.0,Phoenix
361,Chevrolet,Malibu,2015.0,Blue,50000.0,23004.0,Houston
362,Hyundai,venue,2016.0,Silver,30000.0,18000.0,Seattle
363,Toyota,Yaris,2015.0,Black,65000.0,22000.0,Los Angeles
364,Toyota,Camry,2020.0,White,55000.0,16000.0,Los Angeles
365,Honda,Civic,2015.0,Blue,50000.0,14000.0,New York
366,Toyota,Camry,2020.0,White,50000.0,19000.0,Los Angeles
367,Honda,Civic,2015.0,Blue,30000.0,23000.0,New York
368,Ford,Focus,2016.0,Silver,40000.0,23004.0,Chicago
369,Chevrolet,Cruze,2019.0,White,45000.0,23004.0,Miami
370,Hyundai,Elantra,2017.0,Black,50000.0,20000.0,San Francisco
371,Toyota,Corolla,2018.0,Gray,60000.0,25000.0,Dallas
372,Honda,Accord,2018.0,White,55000.0,24000.0,Atlanta
373,Ford,Mustang,2015.0,White,50000.0,23000.0,Phoenix
374,Chevrolet,Impala,2017.0,Black,50000.0,28000.0,Houston
375,Hyundai,Sonata,2018.0,White,40000.0,25000.0,Seattle
376,Toyota,Rav9,2015.0,Gray,70000.0,23004.0,Los Angeles
377,Honda,CR-V,2018.0,Red,55000.0,23004.0,New York
378,Ford,Escape,2015.0,White,50000.0,21000.0,Chicago
379,Chevrolet,Equinox,2018.0,White,45000.0,26000.0,Miami
380,Hyundai,Kona,2019.0,Blue,30000.0,29000.0,San Francisco
381,Toyota,Highlander,2019.0,Silver,35000.0,27000.0,Dallas
382,Honda,pilot,2017.0,Gray,55000.0,12000.0,Atlanta
383,Ford,Explorer,2016.0,White,50000.0,15000.0,Phoenix
384,Chevrolet,Traverse,2020.0,White,40000.0,17000.0,Houston
385,Hyundai,Santa Fe,2019.0,White,50000.0,14000.0,Seattle
386,Toyota,4Runner,2015.0,Silver,55000.0,23004.0,Los Angeles
387,Honda,Odyssey,2015.0,White,50000.0,7994.0,New York
388,Ford,Edge,2018.0,Blue,40000.0,17000.0,Chicago
389,Chevrolet,tahoe,2017.0,Black,35000.0,14000.0,Miami
390,Hyundai,palisade,2020.0,Silver,50000.0,12000.0,San Francisco
391,Toyota,sienna,2016.0,Red,50000.0,23004.0,Dallas
392,Honda,Fit,2020.0,Gray,50000.0,17000.0,Atlanta
393,Ford,Fusion,2019.0,White,50000.0,23004.0,Phoenix
394,Chevrolet,Malibu,2015.0,Blue,45000.0,16000.0,Houston
395,Hyundai,venue,2019.0,Silver,35000.0,18000.0,Seattle
396,Toyota,Yaris,2017.0,Black,60000.0,23004.0,Los Angeles
397,Honda,HR-V,2018.0,White,50000.0,23004.0,New York
398,Ford,EcoSport,2016.0,Red,40000.0,23004.0,Chicago
