Car ID,Brand,Model,Year,Color,Mileage,Price,Location
116,FORD,Mustang,2020,Blue,70000.0,18000.0,Chicago
117,Chevrolet,Camaro,2019,,55000.0,19000.0,Miami
118,Hyundai,Genesis,2017,Black,,17000.0,San Francisco
119,TOYOTA,avalon,2015,Silver,45000.0,16000.0,Dallas
120,Honda,Civic,2015,Gray,40000.0,18000.0,Atlanta
121,Ford,Fusion,2015,White,35000.0,20000.0,Phoenix
122,Chevrolet,Impala,2020,Blue,,19000.0,Houston
123,Hyundai,Sonata,2017,Red,50000.0,23000.0,Seattle
124,Toyota,Corolla,2017,Silver,40000.0,21000.0,Los Angeles
125,Honda,CR-V,2018,White,35000.0,24000.0,New York
126,Ford,Escape,2019,,70000.0 km,20000.0,Chicago
127,Chevrolet,Equinox,2015,Black,55000.0,22000.0,Miami
128,Hyundai,Tucson,2019,,,24000.0,San Francisco
129,Toyota,Rav5,2015,Gray,45000.0,23000.0,Dallas
130,Honda,Pilot,2016,White,40000.0,27000.0,Atlanta
131,Ford,explorer,2015,Blue,nan km,25000.0,Phoenix
132,Chevrolet,Traverse,2017,Black,,28000.0,Houston
133,Hyundai,Santa Fe,Two Thousand 2018,Red,55000.0,,Seattle
134,Toyota,4Runner,2017,Silver,50000.0 miles,21000.0,Los Angeles
135,Honda,odyssey,2016,,45000.0 miles,26000.0,New York
136,Ford,Edge,2019,,30000.0,,Chicago
137,Chevrolet,Tahoe,2016,Black,35000.0,27000.0,Miami
138,Hyundai,Palisade,2020,,55000.0,12000.0,San Francisco
139,Toyota,sienna,2020,Red,50000.0,15000.0,Dallas
140,Honda,Fit,2018,Gray,40000.0 km,17000.0,Atlanta
141,Ford,Fusion,2018,,,14000.0,Phoenix
142,CHEVROLET,malibu,2019,Blue,55000.0 km,12000.0,Houston
143,Hyundai,Venue,2015,,45000.0,18000.0,Seattle
144,Toyota,Yaris,2018,Black,,16000.0,Los Angeles
145,Toyota,Camry,2018,White,55000.0,14000.0,Los Angeles
146,Honda,civic,2016,Blue,60000.0,12000.0,New York
147,Toyota,Camry,2016,White,,,Los Angeles
148,Honda,Civic,2016,,25000.0,,New York
149,Ford,Focus,Two Thousand 2016,,,,Chicago
150,Chevrolet,Cruze,2018,Red,65000.0,,Miami
151,Hyundai,Elantra,2017,,,16000.0,San Francisco
152,Toyota,Corolla,2019,Gray,nan km,,Dallas
153,Honda,Accord,2017,White,55000.0,19000.0,Atlanta
154,F0rd,Mustang,2017,,,23000.0,Phoenix
155,CHEVROLET,Impala,2015,Black,,21000.0,Houston
156,Hyundai,Sonata,2017,Blue,45000.0,18000.0,Seattle
157,Toyota,Rav6,2015,Gray,35000.0 miles,20000.0,Los Angeles
158,Honda,CR-V,2020,Red,60000.0 miles,25000.0,New York
159,Ford,Escape,2019,White,55000.0,,Chicago
160,Chevrolet,Equinox,2015,Black,50000.0,23000.0,Miami
161,Hyundai,Kona,2020,Blue,35000.0,,San Francisco
162,Toyota,Highlander,2020,Silver,,,Dallas
163,Honda,Pilot,2018,Gray,,27000.0,Atlanta
164,F0rd,Explorer,2015,White,55000.0,,Phoenix
165,Chevrolet,Traverse,2017,,50000.0,,Houston
166,Hyundai,Santa Fe,2019,Red,45000.0,26000.0,Seattle
167,T0y0ta,4Runner,2019,Silver,30000.0,,Los Angeles
168,H0nda,Odyssey,2016,,35000.0,27000.0,New York
169,FORD,edge,2019,Blue,55000.0,12000.0,Chicago
170,Chevrolet,Tahoe,2015,Black,50000.0,,Miami
171,HYUNDAI,Palisade,2016,Silver,40000.0,17000.0,San Francisco
172,Toyota,sienna,2019,,60000.0,14000.0,Dallas
173,HONDA,Fit,Two Thousand 2020,Gray,,12000.0,Atlanta
174,FORD,Fusion,2019,White,,,Phoenix
175,Chevr0let,Malibu,2016,Blue,,17000.0,Houston
176,Hyundai,Venue,2015,Silver,35000.0,,Seattle
177,Toyota,Yaris,2018,Black,70000.0,12000.0,Los Angeles
178,Honda,HR-V,2017,White,55000.0,15000.0,New York
179,Ford,EcoSport,2016,Red,50000.0,$17000.0,Chicago
180,CHEVROLET,Spark,2016,Blue,,290000.0,Miami
181,Hyundai,Accent,2016,,45000.0,16000.0,San Francisco
182,Toyota,Prius,2019,Gray,35000.0,,Dallas
183,Honda,Civic,2015,White,,19000.0,Atlanta
184,Ford,Fiesta,2018,Blue,,18000.0,Phoenix
185,Chevrolet,Cruze,2015,,40000.0 miles,22000.0,Houston
186,Hyundai,Elantra,2015,Red,nan km,25000.0,Seattle
187,Toyota,Camry,Two Thousand 2020,Silver,70000.0,18000.0,Los Angeles
188,Honda,Accord,2016,,,19000.0,New York
189,FORD,Mustang,2016,Blue,50000.0,17000.0,Chicago
190,Chevrolet,Camaro,2020,Red,45000.0,16000.0,Miami
191,Hyundai,Genesis,2020,Black,40000.0,18000.0,San Francisco
192,Toyota,Avalon,2019,Silver,nan miles,20000.0,Dallas
193,Honda,Civic,2015,Gray,55000.0 miles,19000.0,Atlanta
194,Ford,Fusion,2020,,50000.0,$23000.0,Phoenix
195,Chevrolet,Impala,2016,Blue,,21000.0,Houston
196,Hyundai,Sonata,2016,Red,35000.0,24000.0,Seattle
197,Toyota,Corolla,2020,,nan km,,Los Angeles
198,HONDA,CR-V,Two Thousand 2015,White,55000.0,22000.0,New York
199,Ford,Escape,2019,Blue,50000.0,24000.0,Chicago
200,Chevr0let,Equinox,2019,Black,nan miles,23000.0,Miami
201,Hyundai,tucson,1800,Red,40000.0,,San Francisco
202,Toyota,Rav6,2016,Gray,35000.0,25000.0,Dallas
203,HONDA,Pilot,2016,White,70000.0 km,28000.0,Atlanta
204,Ford,Explorer,2019,Blue,55000.0,,Phoenix
205,Chevrolet,Traverse,2017,Black,50000.0,21000.0,Houston
206,HYUNDAI,Santa Fe,Two Thousand 2017,Red,45000.0,26000.0,Seattle
207,TOYOTA,4Runner,2018,Silver,30000.0,29000.0,Los Angeles
208,Honda,Odyssey,2015,White,35000.0,27000.0,New York
209,Ford,Edge,2019,Blue,55000.0 miles,12000.0,Chicago
210,Chevrolet,tahoe,2018,Black,50000.0,15000.0,Miami
211,Hyundai,Palisade,2016,Silver,40000.0,,San Francisco
212,Toyota,Sienna,2018,,60000.0,14000.0,Dallas
213,Honda,Fit,2019,Gray,55000.0,,Atlanta
214,Ford,Fusion,2017,White,45000.0 miles,$18000.0,Phoenix
215,Chevrolet,Malibu,2015,Blue,35000.0,16000.0,Houston
216,Hyundai,Venue,2016,Silver,55000.0,14000.0,Seattle
217,Toyota,Yaris,2015,,60000.0,12000.0,Los Angeles
218,Toyota,Camry,2017,White,40000.0,15000.0,Los Angeles
219,H0nda,Civic,2015,,25000.0,19000.0,New York
220,Toyota,Camry,2020,White,30000.0,18000.0,Los Angeles
221,Honda,Civic,2019,Blue,65000.0,22000.0,New York
222,F0rd,Focus,2019,,55000.0,16000.0,Chicago
223,Chevrolet,cruze,2018,Red,50000.0,,Miami
224,Hyundai,Elantra,2016,Black,55000.0,19000.0,San Francisco
225,Toyota,Corolla,2018,Gray,30000.0,,Dallas
226,Honda,Accord,2016,White,40000.0,,Atlanta
227,FORD,Mustang,2015,Yellow,0.0,,Phoenix
228,Chevrolet,Impala,Two Thousand 2018,Black,35000.0,,Houston
229,Hyundai,Sonata,2015,,,25000.0,Seattle
230,TOYOTA,Rav7,2016,Gray,55000.0,,Los Angeles
231,Honda,CR-V,2019,Red,50000.0,23000.0,New York
232,Ford,Escape,2015,White,35000.0,,Chicago
233,Chevrolet,Equinox,2020,Black,,25000.0,Miami
234,Hyundai,Kona,2018,,70000.0,27000.0,San Francisco
235,TOYOTA,Highlander,2020,Silver,55000.0,$22000.0,Dallas
236,Honda,Pilot,2020,Gray,50000.0,21000.0,Atlanta
237,Ford,Explorer,2019,,45000.0,100,Phoenix
238,Chevrolet,Traverse,2018,Black,30000.0,,Houston
239,Hyundai,Santa Fe,2016,Red,nan km,27000.0,Seattle
240,TOYOTA,4Runner,Two Thousand 2018,Silver,10,,Los Angeles
241,H0nda,Odyssey,2017,White,,15000.0,New York
242,Ford,Edge,2015,,40000.0,,Chicago
243,Chevrolet,Tahoe,2018,Black,,14000.0,Miami
244,Hyundai,Palisade,2015,,,12000.0,San Francisco
245,Toyota,Sienn@,2016,Red,,15000.0,Dallas
246,Honda,Fit,2020,Gray,40000.0,17000.0,Atlanta
247,Ford,Fusion,2019,White,,14000.0,Phoenix
248,Chevrolet,Malibu,2017,Blue,70000.0,12000.0,Houston
249,Hyundai,Venue,2019,Silver,55000.0,,Seattle
250,Toyota,Yaris,2017,,50000.0,17000.0,Los Angeles
251,Honda,HR-V,2020,White,40000.0,14000.0,New York
252,Ford,EcoSport,2017,Red,45000.0,,Chicago
253,Chevrolet,Spark,2015,Blue,35000.0,18000.0,Miami
254,Hyundai,Accent,2015,Silver,60000.0 km,19000.0,San Francisco
255,Toyota,Prius,2025,Gray,50000.0,,Dallas
256,Honda,Civic,Two Thousand 2020,White,nan miles,22000.0,Atlanta
257,Ford,fiesta,2017,Blue,35000.0 km,25000.0,Phoenix
258,Chevrolet,Cruze,2020,Black,70000.0,18000.0,Houston
259,Hyundai,Elantra,2018,Red,,19000.0,Seattle
260,TOYOTA,Camry,2015,Silver,50000.0,,Los Angeles
261,Honda,Accord,Two Thousand 2020,,,16000.0,New York
262,Ford,Mustang,2015,Blue,40000.0 miles,18000.0,Chicago
263,CHEVROLET,Camaro,2016,,nan km,20000.0,Miami
264,Hyundai,Genesis,2020,,55000.0,19000.0,San Francisco
265,Toyota,avalon,2016,Silver,50000.0 miles,23000.0,Dallas
266,Honda,civic,2019,Gray,40000.0,21000.0,Atlanta
267,Ford,Fusion,2017,White,35000.0,,Phoenix
268,Chevrolet,impala,2019,,70000.0,20000.0,Houston
269,Hyundai,Sonata,2015,Red,55000.0,22000.0,Seattle
270,Toyota,Corolla,Two Thousand 2018,Silver,50000.0,,Los Angeles
271,Honda,CR-V,2018,White,45000.0,23000.0,New York
272,Ford,Escape,2019,Blue,40000.0 miles,27000.0,Chicago
273,Chevrolet,Equinox,2018,Black,35000.0,25000.0,Miami
274,Hyundai,Tucson,2015,Red,70000.0,28000.0,San Francisco
275,TOYOTA,Rav7,2019,Gray,55000.0 miles,22000.0,Dallas
276,Honda,Pilot,2019,White,50000.0 miles,,Atlanta
277,Ford,explorer,Two Thousand 2017,Blue,45000.0,26000.0,Phoenix
278,Chevrolet,Traverse,2017,,30000.0,29000.0,Houston
279,Hyundai,Santa Fe,2018,Red,35000.0,27000.0,Seattle
280,Toyota,4Runner,2017,Silver,55000.0,,Los Angeles
281,Honda,Odyssey,2015,,,15000.0,New York
282,FORD,Edge,2020,Blue,,17000.0,Chicago
283,Chevr0let,Tahoe,2019,Black,60000.0 miles,14000.0,Miami
284,Hyundai,Palisade,2017,Silver,55000.0,12000.0,San Francisco
285,TOYOTA,sienna,2016,Red,45000.0,18000.0,Dallas
286,Honda,Fit,2017,Gray,,16000.0,Atlanta
287,Ford,Fusion,2019,,,14000.0,Phoenix
288,Chevrolet,Malibu,2020,Blue,60000.0,12000.0,Houston
289,Hyundai,Venue,2018,,40000.0,15000.0,Seattle
290,Toyota,Yaris,2019,Black,25000.0,19000.0,Los Angeles
291,Toyota,Camry,2018,,,,Los Angeles
292,HONDA,Civic,2015,Blue,,22000.0,New York
293,Toyota,Camry,2015,White,,16000.0,Los Angeles
294,Honda,Civic,Two Thousand 2019,Blue,50000.0,14000.0,New York
295,Ford,Focus,2016,Silver,,19000.0,Chicago
296,Chevr0let,Cruze,2015,,30000.0,,Miami
297,Hyundai,Elantra,2019,Black,,,San Francisco
298,Toyota,Corolla,2016,,45000.0,100,Dallas
299,Honda,Accord,Two Thousand 2020,,35000.0,20000.0,Atlanta
300,FORD,Must@ng,2019,Yellow,60000.0,25000.0,Phoenix
301,Chevrolet,impala,2017,Black,55000.0,24000.0,Houston
302,Hyundai,Sonata,2019,,50000.0,23000.0,Seattle
303,T0y0ta,Rav8,2019,Gray,,28000.0,Los Angeles
304,HONDA,CR-V,2017,,40000.0,,New York
305,F0rd,Escape,2016,White,70000.0 miles,27000.0,Chicago
306,Chevr0let,Equinox,2016,Black,0.0,22000.0,Miami
307,Hyundai,Kona,2016,Blue,50000.0 miles,21000.0,San Francisco
308,Toyota,Highlander,2017,Silver,45000.0,,Dallas
309,Honda,pilot,2018,Gray,30000.0,,Atlanta
310,Ford,Explorer,2016,,35000.0,27000.0,Phoenix
311,Chevrolet,Traverse,2018,Black,,12000.0,Houston
312,Hyundai,Santa Fe,Two Thousand 2019,Red,50000.0,$nan,Seattle
313,Toyota,4Runner,2017,,40000.0,,Los Angeles
314,Honda,Odyssey,2016,,60000.0,$nan,New York
315,Ford,Edge,2020,Blue,55000.0,,Chicago
316,Chevr0let,Tahoe,2017,Black,50000.0,,Miami
317,Hyundai,Palisade,2015,,,17000.0,San Francisco
318,Toyota,Sienna,2019,,35000.0,14000.0,Dallas
319,Honda,Fit,2020,Gray,70000.0,,Atlanta
320,Ford,Fusion,2020,White,55000.0,15000.0,Phoenix
321,Chevrolet,Malibu,2019,Blue,50000.0,17000.0,Houston
322,Hyundai,Venue,2018,Silver,40000.0,14000.0,Seattle
323,Toyota,Yaris,2019,Black,,16000.0,Los Angeles
324,Honda,HR-V,2017,White,35000.0,,New York
325,FORD,EcoSport,2020,,60000.0,$19000.0,Chicago
326,Chevrolet,Spark,2017,Blue,10,18000.0,Miami
327,Hyundai,Accent,1800,Silver,40000.0,,San Francisco
328,Toyota,Prius,Two Thousand 2016,,35000.0,25000.0,Dallas
329,HONDA,Civic,2015,,70000.0,,Atlanta
330,Ford,Fiesta,2020,Blue,,19000.0,Phoenix
331,Chevrolet,Cruze,2015,,50000.0,100,Houston
332,Hyundai,Elantra,2016,,45000.0 miles,,Seattle
333,Toyota,Camry,2018,,40000.0 km,18000.0,Los Angeles
334,Honda,Accord,2018,White,,,New York
335,Ford,Mustang,2019,Blue,55000.0,,Chicago
336,Chevrolet,Camaro,2019,Red,50000.0 km,,Miami
337,HYUNDAI,Genesis,1800,Black,40000.0,21000.0,San Francisco
338,Toyota,avalon,Two Thousand 2019,Silver,35000.0,24000.0,Dallas
339,Honda,Civic,Two Thousand 2016,Gray,70000.0,20000.0,Atlanta
340,Ford,Fusion,2018,White,,$22000.0,Phoenix
341,Chevrolet,Impala,2017,Blue,50000.0,24000.0,Houston
342,Hyundai,Sonata,2020,,0.0,23000.0,Seattle
343,Toyota,Corolla,2020,Silver,40000.0 miles,,Los Angeles
344,Honda,cr-v,2020,White,,25000.0,New York
345,Ford,Escape,2015,Blue,70000.0,$nan,Chicago
346,Chevrolet,Equinox,2020,Black,,$22000.0,Miami
347,Hyundai,Tucson,2017,Red,,21000.0,San Francisco
348,TOYOTA,rav8,2016,Gray,45000.0 miles,$26000.0,Dallas
349,Honda,Pilot,2018,,30000.0,29000.0,Atlanta
350,Ford,Explorer,2025,,35000.0,27000.0,Phoenix
351,CHEVROLET,Traverse,2019,Black,55000.0,12000.0,Houston
352,Hyundai,Santa Fe,2017,Red,50000.0,,Seattle
353,Toyota,4Runner,2016,Silver,40000.0,17000.0,Los Angeles
354,HONDA,Odyssey,2015,,60000.0,,New York
355,Ford,Edge,2019,Blue,55000.0 miles,,Chicago
356,Chevrolet,Tahoe,2016,,45000.0 km,,Miami
357,Hyundai,Palisade,2015,,35000.0,,San Francisco
358,TOYOTA,Sienna,2016,Red,55000.0,14000.0,Dallas
359,Honda,Fit,2019,,60000.0,,Atlanta
360,Ford,Fusion,2020,White,nan miles,15000.0,Phoenix
361,Chevrolet,Malibu,2015,Blue,,,Houston
362,Hyundai,venue,2016,Silver,30000.0 miles,18000.0,Seattle
363,Toyota,Yaris,2015,Black,65000.0,$22000.0,Los Angeles
364,Toyota,Camry,2020,White,55000.0,16000.0,Los Angeles
365,Honda,Civic,2015,Blue,50000.0,14000.0,New York
366,Toyota,Camry,2020,White,,19000.0,Los Angeles
367,Honda,Civic,2015,Blue,30000.0,23000.0,New York
368,Ford,Focus,2016,Silver,40000.0,,Chicago
369,Chevrolet,Cruze,2019,,45000.0,,Miami
370,Hyundai,Elantra,Two Thousand 2017,Black,,20000.0,San Francisco
371,TOYOTA,Corolla,2018,Gray,60000.0,25000.0,Dallas
372,Honda,Accord,2018,White,55000.0,24000.0,Atlanta
373,F0rd,Mustang,2015,,50000.0,23000.0,Phoenix
374,Chevrolet,Impala,2017,Black,,28000.0,Houston
375,Hyundai,Sonata,2018,,40000.0,25000.0,Seattle
376,Toyota,Rav9,2015,Gray,70000.0,,Los Angeles
377,Honda,CR-V,2018,Red,55000.0 miles,,New York
378,Ford,Escape,2015,,,21000.0,Chicago
379,Chevrolet,Equinox,2018,,45000.0,26000.0,Miami
380,Hyundai,Kona,2019,Blue,30000.0,29000.0,San Francisco
381,Toyota,Highlander,Two Thousand 2019,Silver,35000.0,27000.0,Dallas
382,Honda,pilot,2017,Gray,55000.0,12000.0,Atlanta
383,Ford,Explorer,2016,White,50000.0 km,15000.0,Phoenix
384,Chevrolet,Traverse,2020,,40000.0 miles,17000.0,Houston
385,HYUNDAI,Santa Fe,2019,,,14000.0,Seattle
386,Toyota,4Runner,2015,Silver,55000.0,,Los Angeles
387,Honda,Odyssey,2015,White,50000.0,100,New York
388,Ford,Edge,Two Thousand 2018,Blue,40000.0 miles,17000.0,Chicago
389,Chevrolet,tahoe,2017,Black,35000.0,14000.0,Miami
390,Hyundai,palisade,2020,Silver,,12000.0,San Francisco
391,Toyota,sienna,2016,Red,nan miles,,Dallas
392,Honda,Fit,2020,Gray,,17000.0,Atlanta
393,Ford,Fusion,2019,White,,,Phoenix
394,Chevrolet,Malibu,2015,Blue,45000.0,16000.0,Houston
395,Hyundai,venue,2019,Silver,35000.0,18000.0,Seattle
396,Toyota,Yaris,2017,Black,60000.0,,Los Angeles
397,Honda,HR-V,2018,,50000.0 miles,,New York
398,Ford,EcoSport,2016,Red,40000.0 miles,,Chicago
399,Chevrolet,Spark,2015,Blue,35000.0,25000.0,Miami
400,Hyundai,Accent,2017,,70000.0,18000.0,San Francisco
401,Toyota,Prius,2015,Gray,55000.0,$19000.0,Dallas
402,HONDA,Civic,2017,White,50000.0,17000.0,Atlanta
403,Ford,Fiesta,1800,Blue,,16000.0,Phoenix
404,Chevrolet,Cruze,2017,Black,40000.0,18000.0,Houston
405,Hyundai,Elantra,2020,Red,35000.0,,Seattle
406,Toyota,Camry,2018,Silver,55000.0,19000.0,Los Angeles
407,Honda,Accord,2016,White,,23000.0,New York
408,Ford,Mustang,2015,Blue,40000.0,,Chicago
409,Chevrolet,Camaro,2017,,35000.0,24000.0,Miami
410,Hyundai,Genesis,2015,,70000.0 km,20000.0,San Francisco
411,Toyota,Avalon,2018,Silver,55000.0 km,22000.0,Dallas
412,Honda,Civic,2020,Gray,50000.0,,Atlanta
413,FORD,Fusion,2019,White,45000.0,23000.0,Phoenix
414,Chevrolet,Impala,2015,,10 miles,$27000.0,Houston
415,HYUNDAI,Sonata,Two Thousand 2015,Red,35000.0,25000.0,Seattle
416,Toyota,Corolla,2016,Silver,70000.0,28000.0,Los Angeles
417,Honda,CR-V,2015,White,55000.0,,New York
418,Ford,Escape,2015,Blue,,21000.0,Chicago
419,Chevrolet,Equinox,2017,Black,45000.0,26000.0,Miami
420,Hyundai,Tucson,2016,,30000.0,29000.0,San Francisco
421,Toyota,Rav9,2018,Gray,35000.0,27000.0,Dallas
422,Honda,Pilot,2019,White,55000.0,,Atlanta
423,Ford,Explorer,2019,,,15000.0,Phoenix
424,Chevrolet,traverse,2020,Black,40000.0,17000.0,Houston
425,Hyundai,Santa Fe,2020,Red,60000.0,14000.0,Seattle
426,Toyota,4Runner,2016,Silver,,,Los Angeles
427,Honda,Odyssey,2019,White,,,New York
428,Ford,Edge,2015,,,,Chicago
429,Chevrolet,Tahoe,2016,,,,Miami
430,HYUNDAI,Palisade,2015,Silver,60000.0,12000.0,San Francisco
431,Toyota,Sienna,2017,Red,40000.0,15000.0,Dallas
432,Honda,Fit,2016,Gray,25000.0 miles,19000.0,Atlanta
433,Ford,Fusion,2016,White,30000.0,,Phoenix
434,Chevrolet,Malibu,2018,Blue,65000.0,22000.0,Houston
435,Hyundai,Venue,2015,Silver,55000.0,16000.0,Seattle
436,Toyota,Yaris,2018,Black,50000.0,,Los Angeles
437,Toyota,Camry,2016,White,55000.0,19000.0,Los Angeles
438,Honda,civic,2017,Blue,30000.0,23000.0,New York
